id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
541,Tompkins,Translation,,Translator Interpreter Program,215 Garden Avenue,300 Kennedy Hall Cornell Public Service Center,,Ithaca,NY,14853,-76.479438,42.448602,(607) 255-8851,(607) 255-9550,translator@cornell.edu,https://cornell.campusgroups.com/tip/home/,https://cornell.campusgroups.com/tip/home/,No fixed hours,No hay horarios determinados,No,No,Yes,Sí,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Provides translation services.,Provides translation services.,,
542,Tompkins,Emergency assistance,Food,Saint John's Friendship Center,618 West State Street,,,Ithaca,NY,14850,-76.509353,42.439443,,,office@stjohnsithaca.org,https://stjohnsithaca.org/,https://stjohnsithaca.org/,"Pantry Tu-F 9:30 AM-11:30 AM; M-F 1:30 AM-3:30 PM; Meals Tu, Th 12:00 PM",Despensa de comida: miércoles-viernes 9:30AM-11:30AM; lunes-viernes 1:30AM-3:30PM; Comida caliente: martes y jueves 12:00PM,No,No,No,No,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Provides three meals a day for three days for each person in the family,Provides three meals a day for three days for each person in the family,,
543,Tompkins,Emergency assistance,Food,Baptized Church of Jesus Christ,412 First Street,,,Ithaca,NY,14850,-76.503628,42.447747,(607) 272-1984,,https://www.facebook.com/pages/Baptized-Church-of-Jesus-Christ/117126091639339,https://www.facebook.com/pages/Baptized-Church-of-Jesus-Christ/117126091639339,https://www.facebook.com/pages/Baptized-Church-of-Jesus-Christ/117126091639339,W 10:00 AM-12:00 PM; 3rd Saturday 10:00 AM-12:30 PM,miércoles 10:00AM-12:00PM; tercer sábado del mes 10:00AM-12:30PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
544,Tompkins,Emergency assistance,Food,Caroline Food Pantry,524 Valley Road,,,Brooktondale,NY,14817,-76.393505,42.380887,(607) 359-6057 Tammy Longabaugh; 539-6810 John Martin; 539-7920 Ted Sobol,,,https://brooktondalecc.org/http-bccpantry-wordpress-com/,https://brooktondalecc.org/http-bccpantry-wordpress-com/,1st and 3rd Monday 5:00 PM-7:00 PM,primer y tercer lunes del mes 5:00PM-7:00PM,No,No,No,No,No,No,Must be a Caroline resident,Prueba de residencia en Caroline,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Caroline,Must provide proof that you live in Caroline,,
545,Tompkins,Emergency assistance,Food,Danby Food Pantry,1859 Danby Road,Danby Federated Church,,Danby,NY,14883,-76.48007,42.352188,(607) 273-7850; 280-4776 (Joan Barber),,iandr@hstct.org,https://www.uwtc.org/civicrm/event/info?reset=1&id=51,https://www.uwtc.org/civicrm/event/info?reset=1&id=51,"Pantry for Danby Residents only 3rd Thursday 3:00 PM-6:00 PM; Mobile Food Truck for all Tompkins Co. residents, 4th Monday 12:00 PM-1:00 PM",Despensa de comida para residentes de Danby: el tercer jueves del mes 3:00PM-6:00PM; Mobile Food Truck para todos los residentes del condado de Tompkins: el cuarto lunes del mes 12:00PM-1:00PM,No,No,No,No,No,No,Must be a Danby resident to attend the pantry,Prueba de residencia en Danby,Not required,No es requerida,No cost,No hay costo,,,,"Must provide proof that you are a Danby resident to receive food from the pantry, all residents of Tompkins County are eligible to receive food from the mobile Food Truck","Must provide proof that you are a Danby resident to receive food from the pantry, all residents of Tompkins County are eligble to receive food from the mobile Food Truck",,
546,Tompkins,Emergency assistance,Food,Dryden Kitchen Cupboard,6 North Street,Dryden Presbyterian Church,,Dryden,NY,13053,-76.297221,42.491258,(607) 844-8321,,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,M and F 11:00 AM-12:00 PM; W 5:00 PM-6:00 PM,lunes y viernes 11:00AM-12:00PM; miércoles 5:00PM-6:00PM,No,No,No,No,No,No,Must be a Dryden resident,Prueba de residencia en Dryden,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you are a Dryden resident,Must provide proof that you are a Dryden resident,,
547,Tompkins,Emergency assistance,Food,Dryden United Methodist Church,9 Main Street,,,Dryden,NY,13053,-76.298349,42.490356,(607) 844-9861,,drydenumc@gmail.com,http://www.drydenumc.org/,http://www.drydenumc.org/,W 5:30 PM-6:30 PM; No meal on the 5th Wednesday of the month if there is one,Comida caliente miércoles 5:30PM-6:30PM; No hay comida el quinto miércoles del mes (si existe uno),No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Hot meals for all members of the community to be eaten at the church,Hot meals for all members of the community to be eaten at the church,,
548,Tompkins,Emergency assistance,Food,Enfield Food Distribution,182 Enfield Main Road,Enfield Community Center,,Enfield,NY,14850,-76.631393,42.437028,(607) 273-8256,,,https://townofenfield.org/enfield-food-distribution/,https://townofenfield.org/enfield-food-distribution/,Su 12:00 PM-1:00 PM; M 1:00 PM-3:30 PM,domingo 12:00PM-1:00PM; lunes 1:00PM-3:30PM,No,No,No,No,No,No,Must be an Enfield resident,Prueba de residencia en Enfield,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Enfield,Must provide proof that you live in Enfield,,
549,Tompkins,Emergency assistance,Food,Freeville Pantry,37 Main Street,Freeville United Methodist Church,,Freeville,NY,13068,-76.350373,42.511676,(607) 844-8760 (church) 844-5281 (parsonage),,,https://www.facebook.com/FreevilleUMC/,https://www.facebook.com/FreevilleUMC/,2nd and 4th Monday 6:00 PM-7:00 PM,segundo y cuarto lunes del mes 6:00PM-7:00PM,No,No,No,No,No,No,Must be a Freeville resident,Prueba de residencia en Freeville,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Freeville,Must provide proof that you live in Freeville,,
550,Tompkins,Emergency assistance,Food,Groton Food Providers,101 McKinley Ave,Joyce Crouse Benevolence Building,Groton Assembly of God,Groton,NY,13073,-76.3635,42.579706,(607) 898-5263 ext. 615,,https://www.grotonassembly.org/contact-us,https://www.grotonassembly.org/groton-food-providers,https://www.grotonassembly.org/groton-food-providers,2nd and 4th Saturday 10:00 AM-11:30 AM,segundo y cuarto sábado del mes 10:00AM-11:30AM,No,No,No,No,No,No,Must be a resident of Groton,Prueba de residencia en Groton,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Groton,Must provide proof that you live in Groton,,
551,Tompkins,Emergency assistance,Food,Ithaca Kitchen Cupboard,150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.43983,(607) 273-2400,,https://www.facebook.com/ithacakitchencupboard/,https://www.facebook.com/ithacakitchencupboard/,https://www.facebook.com/ithacakitchencupboard/,M-Th 1:30 PM-3:00 PM; F 1:00 PM-2:30 PM,lunes - jueves 1:30PM-3:00PM; viernes 1:00PM-2:30PM,No,No,No,No,No,No,Must be a resident of the City or Town of Ithaca,Prueba de residencia en la ciudad o área de Ithaca,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you are a resident of the City or Town of Ithaca,Must provide proof that you are a resident of the City or Town of Ithaca,,
552,Tompkins,Emergency assistance,Food,Lansing Food Pantry,1767 East Shore Drive,The Rink,,Lansing,NY,14850,-76.503277,42.518249,(607) 592-4685,,,https://eu.ithacajournal.com/story/news/local/2014/10/15/lansing-town-talk-food-pantry/17295551/,https://eu.ithacajournal.com/story/news/local/2014/10/15/lansing-town-talk-food-pantry/17295551/,"January-October (Except May) 4th Monday 1:00 PM-3:00 PM; May, November, December 3rd Monday 1:00 PM-3:00 PM or by appointment; Mobile Food Truck 2nd Monday 10:00 AM-11:00 AM","de enero - octubre (con le excepción de mayo): el cuarto lunes del mes 1:00PM-3:00PM; mayo, noviembre, y diciembre es el tercer lunes del mes: 1:00PM-3:00PM o por cita; Mobile Food Truck: el segundo lunes del mes: 10:00AM-11:00AM",No,No,No,No,No,No,Must be a Lansing resident to attend the pantry hours; the Food Truck is open to all Tompkins County residents,Prueba de residencia en Lansing para la despensa de comida; Camión de comida accesible a todos los que viven en el condado de Tompkins,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Lansing,Must provide proof that you live in Lansing,,
553,Tompkins,Emergency assistance,Food,Linderman Creek Apartments Workers Center Pantry,201 Cypress Court,Community Room #1,,Ithaca,NY,14850,-76.531741,42.449439,(607) 269-0409; (607) 216-9522,,,http://ithacasfoodweb.blogspot.com/2011/06/free-food-and-pantries-in-ithaca-and.html,http://ithacasfoodweb.blogspot.com/2011/06/free-food-and-pantries-in-ithaca-and.html,3rd Saturday 12:00 PM-12:30 PM,tercero sábado: 12:00PM-12:30PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
554,Tompkins,Emergency assistance,Food,Loaves and Fishes (Meals),210 North Cayuga Street,St. John's Episcopal Church,,Ithaca,NY,14850,-76.499557,42.441031,(607) 272-5457,,office@stjohnsithaca.org,https://stjohnsithaca.org/,https://stjohnsithaca.org/,"M, W, F 12:00 PM; T, Th 5:30 PM-6:30 PM","martes, miércoles y viernes 12:00PM; martes y jueves 5:30PM-6:30PM",No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,"Hot meals eaten in community, vegan/vegetarian options","Hot meals eaten in community, vegan/vegetarian options"
555,Tompkins,Emergency assistance,Food,McLean Community Church,50 Church Street,,,McLean,NY,13102,-76.293085,42.55595,(607) 838-8234,,,,,4th Saturday 1:30 PM-2:15 PM,cuarto sábado 1:30PM-2:15PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
556,Tompkins,Emergency assistance,Food,Newfield Kitchen Cupboard,227 Main Street,Newfield United Methodist Church,,Newfield,NY,14867,-76.593736,42.360228,(607) 564-7823 (church); (607) 564-3555 (Marge Strosnider),,Chefkell@empireaccess.net,http://newfieldumc.org/contact.html,https://www.foodbankst.org/events/newfield-kitchen-cupboard/var/ri-2.l-L1/,1st and 3rd Saturdays,Primer y tercero tercero sábado,No,No,No,No,No,No,Must be a resident of Newfield,Debe ser residente de Newfield,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you are a resident of Newfield,Must provide proof that you are a resident of Newfield,,
557,Tompkins,Emergency assistance,Food,Reach Out to Christ Pantry and Outreach,318 Johnson Road,,,Freeville,NY,14850,-76.34438,42.491988,,,,,,"Pantry Su 1:15 PM-1:45 PM; Mobile Food Truck, 3rd Thursday 5:00 PM-6:00 PM",Despensa de comida domingo 1:15PM-1:45PM; Mobile Food Truck: el tercer jueves del mes 5:00PM-6:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
558,Tompkins,Emergency assistance,Food,"Salvation Army, Our Brother's and Sister's Table",150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.43983,(607) 273-2400,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/,https://empire.salvationarmy.org/,"Meals, Sa 12:00 PM and Su 3:00 PM; Mobile Food Truck 3rd Sa 10:00AM-11:00AM",Comida caliente: sábado 12:00PM y domingo 3:00PM; Mobile Food Truck es el tercer sábado del mes: 10:00AM-11:00AM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
559,Tompkins,Emergency assistance,Food,Southside Community Center,305 North Plain Street,,,Ithaca,NY,14850,-76.503519,42.437415,(607) 273-4190,,,https://sspride.org/programs/,https://sspride.org/programs/,"1st and last Sa 12:00 PM-2:00 PM; Emergency food packs, M-F 4:00 PM-6:00 PM",primer y último sábado del mes 12:00PM-2:00PM; Sacos de comida de emergencia lunes - viernes 4:00PM-6:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
561,Tompkins,Emergency assistance,Food,Trumansburg Food Pantry,80 East Main Street,Trumansburg United Methodist Church,,Trumansburg,NY,14886,-76.658132,42.540487,(607) 387-8260,,,http://www.trumansburgumc.org/trumansburg_food_pantry,http://www.trumansburgumc.org/trumansburg_food_pantry,Alternate M 1:00 PM-2:00 PM and 5:30 PM-6:00 PM,cada otro lunes: 1:00PM-2:00PM y 5:30PM-6:00PM,No,No,No,No,No,No,Must be a resident of Trumansburg or Ulysses,Prueba de residencia en Trumansburg o Ulysses,Not required,No es requerida,No cost,No hay costo,,,,Must provide proof that you live in Trumansburg or Ulysses,Must provide proof that you live in Trumansburg or Ulysses,,
562,Tompkins,Emergency assistance,Food,Overlook Apartments,200 West Hill Circle,Community Room,,Ithaca,NY,14850,-76.543317,42.466405,(607) 216-9522,,,https://coniferllc.com/properties/the-overlook/,https://coniferllc.com/properties/the-overlook/,Alternate Sun 12:00 PM-12:30PM,cada otro domingo: 12:00PM-12:30PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Call for schedule,Call for schedule,,
563,Tompkins,Emergency assistance,Food,Calvary Baptist Church Pantry,507 North Albany Street,,,Ithaca,NY,14850,-76.501672,42.443851,(607) 273-7291,,https://www.facebook.com/CBCithaca/,https://www.facebook.com/CBCithaca/,https://www.facebook.com/CBCithaca/,3rd Sa 12:00 PM-2:00 PM,tercer sábado del mes: 12:00PM-2:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
564,Ulster,Education,ESL; Adult education,Ulster BOCES,175 Route 32 North,,,New Paltz,NY,12561,-74.081996,41.761452,845-255-1400,,Lshambo@ulsterboces.org,www.ulsterboces.org,www.ulsterboces.org,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,No,No,Yes,Sí,None,Ninguno,"Not required for ESL classes, but proof of citizenship required for some programs",No es requerida para clases de inglés; Prueba de ciudadanía puede ser requerida por algunos programas,No cost,No hay costo,,,,Provides ESL and GED in English.,Provides Clases de inglés and GED in English.,,
566,Ulster,Legal aid; Labor; Victim support; Leadership training,Legislative advocacy; Educational initiatives; Empowerment; Immigration law; Training; Career advice,The Worker Justice Center,9 Main Street,,,Kingston,NY,12401,-74.016957,41.933332,(845) 331-6615; (800) 724-7020,(845) 331-6617,isanchez@wjcny.org; info@wjcny.org,www.wjcny.org,www.wjcny.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,Can travel to clients,Pueden ir donde estén los clientes,Yes,Sí,"Yes, Spanish","Sí, español",None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
568,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families; Transportation,Programs for kids; Housing improvements; Food; Clothing,"Ulster County Community Action Committee, Inc.",70 Lindsley Ave.,,,Kingston,NY,12401,-73.972597,41.927755,(845) 338-8750 x110,(845) 338-7502,mcoddogh@uccac.org,http://uccac.org,http://uccac.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,Yes,Sí,Yes,Sí,Depends on the program,Depende del programa,Not required,No es requerida,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","El servicio de Headstart es gratis para las familias elegibles; Programas gratuitos de reparación de vivienda (incluyendo insulación, calefacción, y aire acondicionado) para familias de recursos bajos; Servicios para la comunidad son gratis.",,,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",,
569,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families; Transportation,Programs for kids; Housing improvements; Food; Clothing,"Ulster County Community Action Committee, Inc.",85 Center Street,,,Ellenville,NY,12428,-74.394345,41.716031,(845) 338-8750 x310,,rmelendez@uccac.com,http://uccac.org,http://uccac.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,Yes,Sí,Yes,Sí,Depends on the program,Depende del programa,Not required,No es requerida,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","El servicio de Headstart es gratis para las familias elegibles; Programas gratuitos de reparación de vivienda (incluyendo insulación, calefacción, y aire acondicionado) para familias de recursos bajos; Servicios para la comunidad son gratis.",,,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",,
570,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families; Transportation,Programs for kids; Housing improvements; Food; Clothing,"Ulster County Community Action Committee, Inc.",15 Church Street,,,Highland,NY,12528,-73.965338,41.719108,(845) 338-8750 x300,,jcross@uccac.com,http://uccac.org,http://uccac.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,Yes,Sí,Yes,Sí,Depends on the program,Depende del programa,Not required,No es requerida,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","El servicio de Headstart es gratis para las familias elegibles; Programas gratuitos de reparación de vivienda (incluyendo insulación, calefacción, y aire acondicionado) para familias de recursos bajos; Servicios para la comunidad son gratis.",,,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",,
571,Sullivan; Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families; Transportation,Programs for kids; Housing improvements; Food; Clothing,"Ulster County Community Action Committee, Inc.",309 E. Broadway,Suite A,,Monticello,NY,12701,-74.675863,41.651909,(845 )338-8750 x320,,kkreiter@uccac.org,http://uccac.org,http://uccac.org,M-F 8:30 AM-4:30PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,Yes,Sí,Yes,Sí,Depends on the program,Depende del programa,Not required,No es requerida,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","El servicio de Headstart es gratis para las familias elegibles; Programas gratuitos de reparación de vivienda (incluyendo insulación, calefacción, y aire acondicionado) para familias de recursos bajos; Servicios para la comunidad son gratis.",,,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",,
572,Ulster,Programs for families,Programs for kids; Affordable housing; Food,Ulster County Department of Social Services,1061 Development Court,,,Kingston,NY,12401,-73.996235,41.947652,(845) 334-5000,,,http://ulstercountyny.gov/social-services,http://ulstercountyny.gov/social-services,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM-5:00PM,No,No,No,Sí,No,No,Depends on the program,Depende del programa,Caution: Some programs require proof of legal working status,PRECAUCÍON: Algunos programas requieren prueba de estatus legal para trabajar,No cost,No hay costo,,,,Provides day care for qualifying low-income families; Child and Family Support; Food stamps; Temporary Assistance,Provides day care for qualifying low-income families; Child and Family Support; Food stamps; Temporary Assistance,,
573,Ulster,Health,General medicine; Women's health; Dental,HRHCare New Paltz,1 Paradies Lane,,,New Paltz,NY,12561,-74.058755,41.740544,(844) 474-2273,(845) 691-1677,https://www.hrhcare.org/contact-us/,http://www.hrhcare.org/medical-clinics/new-paltz-health-center,http://www.hrhcare.org/medical-clinics/new-paltz-health-center,M 9:00 AM-4:00 PM; Tu 9:00 AM-6:00 PM; W 9:00 AM-7:00 PM; Th 9:00 AM-5:00 PM,lunes 9:00AM-4:00PM; martes 9:00AM-6:00PM; miércoles 9:00AM-7:00PM; jueves 9:00AM-5:00PM,Yes for farmworkers,Sí para los trabajadores agricolas,Yes,Sí,Yes,Sí,ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,"$15 per visit, not including blood work for farmworkers. Sliding fee for low income",$15 por cada visita con la excepción de pruebas de sangre. El costo varía dependiendo de su ingreso.,,,,"Dental Care, Women's Health, Family Medicine, Pediatric Medicine.","Dental Care, Women's Health, Family Medicine, Pediatric Medicine.",,
574,Ulster,Health,General medicine; Women's health,Ulster County Social Services Medical Assistance Program,1001 Development Court,,,Kingston,NY,12401,-73.99506,41.947437,(845) 334-5175,,,http://ulstercountyny.gov/social-services/medical-assistance-program,http://ulstercountyny.gov/social-services/medical-assistance-program,M-F 8:00 AM-5:00 PM; Closed 12:00 PM-1:00 PM,lunes-viernes 8:00AM-5:00PM; cerrado 12:00PM-1:00PM,No,No,By appointment,Con cita,By appointment,Con cita,Proof of US citizenship,Prueba de ciudadanía estadounidense,Caution: Proof of citizenship or legal working status is required,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar es requerida,Depends on service,Varía según los servicios,,,,"Medicaid includes insurance for medical, dental, and optical care. Depends on specific health care plan**","Medicaid includes insurance for medical, dental, and optical care. Depends on specific health care plan**",,
575,Ulster,Legal aid,Immigration law; Family law; Other law,Legal aid Society of Mid-New York Farmworker Law Project,52 S. Manheim Boulevard,,,New Paltz,NY,12561,-74.079725,41.741842,(845) 256-9096,(845) 256-0494,akistinger@pnwboces.org,www.lasmny.org,www.lasmny.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",Yes,Sí,"ID, but flexible","Prueba de identidad, pero es flexible",Not required,No es requerida,No cost,No hay costo,,,,"The Farmworker Law Project assists migrant farmworkers throughout New York. Staff members will travel to the labor camps to provide assistance related to wages, workplace safety, housing conditions, and immigration issues. give talks if interested, provide materials. Clients from Jamaica call 1-800-248-2429. Clients from Mexico call 001-877-248-2429.","The Farmworker Law Project assists migrant farmworkers throughout New York. Staff members will travel to the labor camps to provide assistance related to wages, workplace safety, housing conditions, and immigration issues. give talks if interested, provide materials. Clients from Jamaica call 1-800-248-2429. Clients from Mexico call 001-877-248-2429.",,
576,Ulster,Legal aid,Immigration law; Family law; Labor rights; Other law,"Workers’ Rights Law Center of NY, Inc",101 Hurley Street,,,Kingston,NY,12401,-74.029406,41.937265,(845) 331-6615,(845) 331-6617,mbohatt@wnylc.com,www.workersrightsny.org,www.workersrightsny.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",Yes,Sí,Depends on each case,Depende de cada caso,Not required,No es requerida,No cost,No hay costo,,,,"Legal representation for low-wage workers with employment and/or civil rights claims in Westchester, Rockland, Putnam, Dutchess, Orange, Sullivan, Ulster, Columbia, and Greene Counties.","Legal representation for low-wage workers with employment and/or civil rights claims in Westchester, Rockland, Putnam, Dutchess, Orange, Sullivan, Ulster, Columbia, and Greene Counties.",,
577,Ulster,Programs for families,Childcare,ABCD (Agri-Business Child Development) at Kingston,6 Adams St,,,Kingston,NY,12401,-73.987216,41.920841,(845) 481-4691,(845) 481-5131,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,Provides childcare services for the children of migrant farmworkers,Provides childcare services for the children of migrant farmworkers,,
578,Ulster,Programs for families,Childcare,ABCD (Agri-Business Child Development) at New Paltz,355 Route 32 North,P.O. Box 323,,New Paltz,NY,12561,-74.071892,41.783527,(845)255-7571,(845) 255-7589,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,Provides childcare services for the children of migrant farmworkers,Provides childcare services for the children of migrant farmworkers,,
579,Ulster,Education,ESL; Adult education,Ulster Literacy Association,480 Aaron Court,,,Kingston,NY,12401,-74.014919,41.934215,(845) 331-6837,,info@ulsterliteracy.org,http://ulsterliteracy.org/index.html,http://ulsterliteracy.org/index.html,M-F 3:00 PM-5:00 PM,lunes - viernes 3:00PM-5:00PM,No,No,No,No,Yes,Sí,ID: will ask for SS# but it is not required,"Prueba de identidad; Pedirán número de seguro social, pero no es requisito",Not required,No es requerida,No cost,No hay costo,,,,,,,
580,Saratoga,Education,ESL; Adult education; Citizenship preparation,Literacy New York Greater Capital Region,49 Henry Street,Saratoga Springs Public Library,,Saratoga Springs,NY,12866,-73.783123,43.080932,(518)-371-8622 x259,,mlange@literacynycap.org,https://www.literacynycap.org/contact,https://www.literacynycap.org/contact,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"English classes, Conversation Classes, Citizenship prep","English classes, Conversation Classes, Citizenship prep",,
581,Warren,Education,ESL; Adult education; Citizenship preparation,Literacy New York Greater Capital Region,251 Glen Street,1st Floor,,Glens Falls,NY,12801,-73.645664,43.310716,(518) 793-7414,,ranzalone@literacynycap.org,https://www.literacynycap.org,https://www.literacynycap.org,M W F 10:00 AM-5:00 PM,"lunes, miércoles, viernes 10:00AM-5:00PM",No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"English classes, Conversation Classes, Citizenship prep","English classes, Conversation Classes, Citizenship prep",,
582,Warren,Education; Programs for families,Adult education; Career advice; Programs for kids,Cornell Cooperative Extension Education Center,377 Schroon River Road,,,Warrensburg,NY,12885,-73.752186,43.512587,(518) 623-3291,(518) 668-4912,warren@cornell.edu,http://warren.cce.cornell.edu,http://warren.cce.cornell.edu,M-Th 8:30 AM-4:30 PM,lunes - jueves 8:30AM-4:30PM,No,No,No,No,No,No,Depends on the program,Depende del programa,Caution: Some programs require proof of legal working status,PRECAUCÍON: Algunos programas requieren prueba de estatus legal para trabajar,Sliding scale,Varía dependiendo de su ingreso,,,,,,,
584,Albany,Legal aid,Family law; Other law,"Legal aid Society of Northeastern New York, Inc.",55 Colvin Ave,,,Albany,NY,12206,-73.794713,42.679029,(518) 462-6765,(518) 427-8352,,https://www.lasnny.org,https://www.lasnny.org,M-F 9:00 AM-12:00 PM and 1:00 PM-5:00 PM,lunes - viernes 9:00AM-12:00PM y 1:00PM-5:00PM,No,No,Yes,Sí,No,No,Proof of county residency,Prueba de residencia en el condado,Caution: Proof of legal status may be required to receive services,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar pueden se requerida para recibir servicios,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,"Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates Case Restrictions:ë_Legal services corporation restrictions.","Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates Case Restrictions:ë_Legal services corporation restrictions.",,
