id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,notes-internal,amy-notes
546,,Tompkins,Asistencia en casos de emergencia,Alimentos,Dryden Kitchen Cupboard,6 North Street,Dryden Presbyterian Church,,Dryden,NY,13053,-76.297221,42.491258,(607) 844-8321,,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,lunes y viernes 11:00AM-12:00PM; miercoles 5:00PM-6:00PM,No,No,No,Prueva de residencia en Dryden ,No requerido,Gratis,,Must provide proof that you are a Dryden resident,
547,,Tompkins,Asistencia en casos de emergencia,Alimentos,Dryden United Methodist Church,9 Main Street,,,Dryden,NY,13053,-76.298349,42.490356,(607) 844-9861,,drydenumc@gmail.com,http://www.drydenumc.org/,Comida caliente miercoles 5:30PM-6:30PM; No comida el quinto miercoles del mes si hay uno,No,No,No,No,No requerido,Gratis,,Hot meals for all members of the community to be eaten at the church,
548,,Tompkins,Asistencia en casos de emergencia,Alimentos,Enfield Food Distribution,182 Enfield Main Road ,Enfield Community Center,,Enfield,NY,14850,-76.631393,42.437028,(607) 273-8256,,,https://townofenfield.org/enfield-food-distribution/,domingo 12:00PM-1:00PM; lunes 1:00PM-3:30PM,No,No,No,Prueba de residencia en Enfield,No requerido,Gratis,,Must provide proof that you live in Enfield,
549,,Tompkins,Asistencia en casos de emergencia,Alimentos,Freeville Pantry,37 Main Street,Freeville United Methodist Church,,Freeville,NY,13068,-76.350373,42.511676,(607) 844-8760 (church) 844-5281 (parsonage),,,https://www.facebook.com/FreevilleUMC/,segunda y cuarto lunes 6:00PM-7:00PM,No,No,No,Prueba de residencia en Freeville ,No requerido,Gratis,,Must provide proof that you live in Freeville,
550,,Tompkins,Asistencia en casos de emergencia,Alimentos,Groton Food Providers,101 McKinley Ave,Joyce Crouse Benevolence Building,101 McKinley Avenue,Groton,NY,14850,-76.363500,42.579706,(607) 898-5263 ext. 615,,https://www.grotonassembly.org/contact-us,https://www.grotonassembly.org/groton-food-providers,segundo y cuarto sábado 10:00AM-11:30AM,No,No,No,Prueba de residencia en Groton,No requerido,Gratis,,Must provide proof that you live in Groton,
551,,Tompkins,Asistencia en casos de emergencia,Alimentos,Ithaca Kitchen Cupboard,150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.439830,(607) 273-2400,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/,lunes-jueves 1:30PM-3:00PM; viernes 1:00PM-2:30PM,No,No,No,Prueba de residencia en la ciudad o el aldea de Ithaca,No requerido,Gratis,,Must provide proof that you are a resident of the City or Town of Ithaca,
552,,Tompkins,Asistencia en casos de emergencia,Alimentos,Lansing Food Pantry,1767 East Shore Drive,The Rink,,Lansing,NY,14850,-76.503277,42.518249,(607) 592-4685,,,https://eu.ithacajournal.com/story/news/local/2014/10/15/lansing-town-talk-food-pantry/17295551/,"enero-octubre (con le excepción de mayo) cuarto lunes 1:00PM-3:00PM; mayo, noviembre, diciembre tercero lunes 1:00PM-3:00PM o por cita; Mobile Food Truck segundo lunes 10:00AM-11:00AM",No,No,No,Prueba de residencia en Lansing para la despensa de comida; Food Truck acessible a todos que viven en el condado de Tompkins,No requerido,Gratis,,Must provide proof that you live in Lansing  ,
553,,Tompkins,Asistencia en casos de emergencia,Alimentos,Linderman Creek Apartments Workers Center Pantry,201 Cypress Court,Community Room #1,,Ithaca,NY,14850,-76.531741,42.449439,(607) 269-0409; (607) 216-9522,,,http://ithacasfoodweb.blogspot.com/2011/06/free-food-and-pantries-in-ithaca-and.html,tercero sábado 12:00PM-12:30PM,No,No,No,No,No requerido,Gratis,,,
554,,Tompkins,Asistencia en casos de emergencia,Alimentos,Loaves and Fishes (Meals),210 North Cayuga Street,St. John's Episcopal Church,,Ithaca,NY,14850,-76.499557,42.441031,(607) 272-5457,,office@stjohnsithaca.org,https://stjohnsithaca.org/,"martes, miercoles y viernes 12:00PM; martes y jueves 5:30PM-6:30PM",No,No,No,No,No requerido,Gratis,,,"Hot meals eaten in community, vegan/vegetarian options"
555,,Tompkins,Asistencia en casos de emergencia,Alimentos,McClean Community Church,50 Church Street,,,McClean,NY,13102,-76.293085,42.555950,(607) 838-8234,,,,cuarto sábado 1:30PM-2:15PM,No,No,No,No,No requerido,Gratis,,,
556,,Tompkins,Asistencia en casos de emergencia,Alimentos,Newfield Kitchen Cupboard,227 Main Street,Newfield United Methodist Church,,Newfield,NY,14867,-76.593736,42.360228,(607) 564-7823 (church); (607) 564-3555 (Marge Strosnider),,Chefkell@empireaccess.net,https://www.foodbankst.org/events/newfield-kitchen-cupboard/var/ri-2.l-L1/,primero y tercero miercoles 6:00PM-7:00PM; o por cita ed casos de emergencia,No,No,No,Prueba de residencia en Newfield,No requerido,Gratis,,Must provide proof that you are a resident of Newfield,
557,,Tompkins,Asistencia en casos de emergencia,Alimentos,Reach Out to Christ Pantry and Outreach,318 Johnson Road,,,Freeville,NY ,14850,-76.344380,42.491988,,,,,Despensa de comida domingo 1:15PM-1:45PM; Mobile Food Truck tercero jueves 5:00PM-6:00PM,No,No,No,No,No requerido,Gratis,,,
558,,Tompkins,Asistencia en casos de emergencia,Alimentos,"Salvation Army, Our Brother's and Sister's Table",150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.439830,(607) 273-2400,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/,Comida caliente sábado 12:00PM y domingo 3:00PM; Mobile Food Truck tercero sábado 10:00AM-11:00AM,No,No,No,No,No requerido,Gratis,,,
559,,Tompkins,Asistencia en casos de emergencia,Alimentos,Southside Community Center,305 North Plain Street,,,Ithaca,NY,14850,-76.503519,42.437415,(607) 273-4190,,,https://sspride.org/programs/,"primero y último sábado 12:00PM-2:00PM; Sacos de comida de emergencia, lunes-viernes 4:00PM-6:00PM",No,No,No,No,No requerido,Gratis,,,
560,,Tompkins,Asistencia en casos de emergencia,Alimentos,Tompkins Community Action,701 Spencer Road,,,Ithaca,NY,14850,-76.518681,42.419212,(607) 273-8816 ext.137,,,https://www.icarol.info/ResultDetails.aspx?org=2383&agencynum=22700157,martes 1:00PM-4:00PM,No,No,No,No,No requerido,Gratis,,,
561,,Tompkins,Asistencia en casos de emergencia,Alimentos,Trumansburg Food Pantry,80 East Main Street,Trumansburg United Methodist Church,,Trumansburg,NY,14886,-76.658132,42.540487,(607) 387-8260,,,http://www.trumansburgumc.org/trumansburg_food_pantry,cada otro lunes 1:00PM-2:00PM y 5:30PM-6:00PM,No,No,No,Prueba de residencia en Trumansburg o Ulysses,No requerido,Gratis,,Must provide proof that you live in Trumansburg or Ulysses,
562,,Tompkins,Asistencia en casos de emergencia,Alimentos,Overlook Apartments,200 West Hill Circle,Community Room,,Ithaca,NY,14850,-76.543317,42.466405,(607) 216-9522,,,,cada otro domingo 12:00PM-12:30PM,No,No,No,No,No requerido,Gratis,,Call for schedule,
563,,Tompkins,Asistencia en casos de emergencia,Alimentos,Calvary Baptist Church Pantry,507 North Albany Street,,,Ithaca,NY,14850,-76.501672,42.443851,(607) 273-7291,,https://www.facebook.com/CBCithaca/,https://www.facebook.com/CBCithaca/,tercero sábado 12:00PM-2:00PM,No,No,No,No,No requerido,Gratis,,,
564,,Ulster,Educación,Cursos para adultos; Clases de inglés,Ulster BOCES,175 Route 32 North,,,New Paltz,NY,12561,-74.081996,41.761452,845-255-1400,,Lshambo@ulsterboces.org,www.ulsterboces.org,lunes - viernes 8:00AM-4:00PM,No,No,Sí,No,No requerido por cursos de inglés; Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Provides Clases de inglés and GED in English.,
565,,Ulster,Educación,Clases de inglés,Mid-Hudson METS (Migrant Educación Tutorial & Support Services Program),1 Hawk Road,"van den Berg Learning Center Annex, Room 353 SUNY New Paltz",PO Box 250,New Paltz,NY,12561,-74.080605,41.740770,(845) 257-2950,(845) 257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,lunes - viernes 8:00AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",
566,,Ulster,Asistencia legal; Trabajo; Apoyo para víctimas; Capacitación en liderazgo,"Initiativas educacionales; Promoción de leyes y política; Empoderamiento; Inmigración (deportación, ciudadanía y regularización); Capacitación profesional; Asesoramiento de carrera",The Worker Justice Center,9 Main Street,,,Kingston,NY,12401,-74.016957,41.933332,(845) 331-6615;  (800) 724-7020,(845) 331-6617,isanchez@wjcny.org,www.wjcny.org,lunes - viernes 9:00AM-5:00PM,Maestras viajan a los estudiantes,Sí,Sí,No,No requerido,Gratis,,,
567,,Ulster,Educación,Clases de inglés,Mid-Hudson METS (Migrant Educación Tutorial & Support Services Program),1 Hawk Drive,Room 353,PO Box 250,New Paltz,NY,12561,-74.082086,41.740914,845-257-2848,845-257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,lunes - viernes 8:00AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",
568,,Ulster,Asistancia en casos de emergencia; Vivienda; Referencias a otros servicios; Programas para familias,Programas para niños; Mejoramiento de la vivienda; Alimentos; Ropa; Transportación,"Ulster County Community Action Committee, Inc.",70 Lindsley Ave.,,,Kingston,NY,12401,-73.972597,41.927755,(845) 338-8750 x110,(845) 338-7502,mcoddogh@uccac.org,http://uccac.org,lunes-viernes 8:30AM-4:30PM,Sí,Sí,Sí,Depende el programa,No requerido,Headstart gratis; Programas de mejoramiento de la vivienda gratis para familias de recursos bajos; Otros servicios depende los ingresos familiar,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
569,,Ulster,Asistancia en casos de emergencia; Vivienda; Referencias a otros servicios; Programas para familias,Programas para niños; Mejoramiento de la vivienda; Alimentos; Ropa; Transportación,"Ulster County Community Action Committee, Inc.",85 Center Street,,,Ellenville,NY,12428,-74.001903,40.715702,(845) 338-8750 x310,,rmelendez@uccac.com,http://uccac.org,lunes-viernes 8:30AM-4:30PM,Sí,Sí,Sí,Depende el programa,No requerido,Headstart gratis; Programas de mejoramiento de la vivienda gratis para familias de recursos bajos; Otros servicios depende los ingresos familiar,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
570,,Ulster,Educación,Programas para niños; Mejoramiento de la vivienda; Alimentos; Ropa; Transportación,"Ulster County Community Action Committee, Inc.",15 Church Street,,,Highland,NY,12528,-73.965338,41.719108,(845) 338-8750 x300,,jcross@uccac.com,http://uccac.org,lunes-viernes 8:30AM-4:30PM,Sí,Sí,Sí,Depende el programa,No requerido,Headstart gratis; Programas de mejoramiento de la vivienda gratis para familias de recursos bajos; Otros servicios depende los ingresos familiar,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
571,,Ulster,Asistancia en casos de emergencia; Vivienda; Referencias a otros servicios; Programas para familias,Programas para niños; Mejoramiento de la vivienda; Alimentos; Ropa; Transportación,"Ulster County Community Action Committee, Inc.",309 E. Broadway,Suite A,,Monticello,NY,12701,-74.675863,41.651909,(845 )338-8750 x320,,kkreiter@uccac.org,http://uccac.org,lunes-viernes 8:30AM-4:30PM,Sí,Sí,Sí,Depende el programa,No requerido,Headstart gratis; Programas de mejoramiento de la vivienda gratis para familias de recursos bajos; Otros servicios depende los ingresos familiar,,"Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
572,,Ulster,Programas para familias,Programas para niños; Vivienda accesible; Alimentos,Ulster County Department of Social Services,1061 Development Court,1091 Developmental Court,,Kingston,NY,12401,-73.996235,41.947652,(845) 334-5000,,,http://ulstercountyny.gov/social-services,lunes-viernes 8:00AM-5:00PM,No,Sí,No,Depende el programa,Algunos programas requiere prueba de estatus legal,Gratis,,Provides day care for qualifying low-income families; Child and Family Support; Food stamps; Temporary Assistance,
573,,Ulster,Salud,Medicina general; Salud de la mujer; Dental,HRHCare New Paltz,1 Paradies Lane,,,New Paltz,NY,12561,-74.058755,41.740544,(844) 474-2273,(845) 691-1677,https://www.hrhcare.org/contact-us/,http://www.hrhcare.org/medical-clinics/new-paltz-health-center,lunes 9:00AM-4:00PM; martes 9:00AM-6:00PM; miercoles 9:00AM-7:00PM; jueves 9:00AM-5:00PM,Sí para trabajadores agricolas,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,$15 cada visita con la excepción de pruebas de sangre. Depende los ingresos familiar si califica,,"Dental Care, Women's Health, Family Medicine, Pediatric Medicine.",
574,,Ulster,Salud,Medicina general; Salud de la mujer,Ulster County Social Services Medical Assistance Program,1001 Development Court,,,Kingston,NY,12401,-73.995060,41.947437,(845) 334-5175,,,http://ulstercountyny.gov/social-services/medical-assistance-program,lunes-viernes 8:00AM-5:00PM; cerrado 12:00PM-1:00PM,No,Se puede pedir,Se puede pedir,Prueba de ciudadanía o estatus legal para trabajar,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar,Varía según los servicios,,"Medicaid includes insurance for medical, dental, and optical care. Depends on specific health care plan**",
575,,Ulster,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Legal aid Society of Mid-New York Farmworker Law Project,52 S. Manheim Boulevard,,,New Paltz,NY,12561,-74.079725,41.741842,(845) 256-9096,(845) 256-0494,akistinger@pnwboces.org,www.lasmny.org,lunes-viernes 9:00AM-5:00PM,No,Sí,Sí,Prueba de identidad,No requerido,Gratis,,"The Farmworker Law Project assists migrant farmworkers throughout New York. Staff members will travel to the labor camps to provide assistance related to wages, workplace safety, housing conditions, and immigration issues. give talks if interested, provide materials. Clients from Jamaica call 1-800-248-2429. Clients from Mexico call 001-877-248-2429.",
576,,Ulster,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales","Workers’ Rights Law Center of NY, Inc",101 Hurley Street,,,Kingston,NY,12401,-74.029406,41.937265,(845) 331-6615,(845) 331-6617,mbohatt@wnylc.com,www.workersrightsny.org,lunes-viernes 9:00AM-5:00PM,No,Sí,Sí,Depende el caso legal,No requerido,Gratis,,"Legal representation for low-wage workers with employment and/or civil rights claims in Westchester, Rockland, Putnam, Dutchess, Orange, Sullivan, Ulster, Columbia, and Greene Counties.",
577,,Ulster,Programas para familias,Centros para el cuidado de niños,Agri-Business Child Development (ABCD)-Kingston,6 Adams St,,,Kingston,NY,12401,-73.987216,41.920841,(845) 481-4691,(845) 481-5131,https://www.abcdny.org/contact,http://www.abcdny.org/locations,lunes-viernes 7:30AM-4:00PM,Sí,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,Provides childcare services for the children of migrant farmworkers,
578,,Ulster,Programas para familias,Centros para el cuidado de niños,Agri-Business Child Development (ABCD)-New Paltz,355 Route 32 North,P.O. Box 323,,New Paltz,NY ,12561,-74.071892,41.783527,(845)255-7571,(845) 255-7589,https://www.abcdny.org/contact,http://www.abcdny.org/locations,lunes-viernes 7:30AM-4:00PM,Sí,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,Provides childcare services for the children of migrant farmworkers,
579,,Ulster,Educación,Clases de inglés; Cursos para adultos,Ulster Literacy Association ,480 Aaron Court,,,Kingston ,NY,12401,-74.014919,41.934215,(845) 331-6837,,info@ulsterliteracy.org,http://ulsterliteracy.org/index.html,lunes-viernes 3:00PM-5:00PM,No,No,Sí,"Prueba de identidad; Van a pedir si tiene un numero de seguridad, pero no es necessario para recibir servicios",No requerido,Gratis,,,
580,,Warren,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,Literacy New York Greater Capital Region,49 Henry Street,Saratoga Springs Public Library,,Saratoga Springs,NY,12866,-73.783123,43.080932,(518)-371-8622 x259,,mlange@literacynycap.org,https://www.literacynycap.org/contact,lunes-viernes 9:00AM-5:00PM,No,No,No,No,No requerido,Gratis,,"English classes, Conversation Classes, Citizenship prep",
581,,Warren,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,Literacy New York Greater Capital Region,251 Glen Street,1st Floor,,Glens Falls,NY,12801,-73.645664,43.310716,(518) 793-7414,,ranzalone@literacynycap.org,https://www.literacynycap.org,"lunes, miercoles, viernes 10:00AM-5:00PM",No,No,No,No,No requerido,Gratis,,"English classes, Conversation Classes, Citizenship prep",
582,,Warren,Educación; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños,Cornell Cooperative Extension Education Center,377 Schroon River Road,,,Warrensburg,NY,12885,-73.752186,43.512587,(518) 623-3291,(518) 668-4912,warren@cornell.edu,http://warren.cce.cornell.edu,lunes-jueves 8:30AM-4:30PM,No,No,No,Depende el programa,Algunos programas requiere prueba de estatus legal,Depende los ingresos familiar,,,
583,,Warren,Asistencia en casos de emergencia; Ayuda financiera; Programas para familias,Alimentos; Ropa; Otras necesidades; Finanzas personales; Ayuda financiera de emergencia; Programas para niños,"Warren-Hamilton Counties Action Committee for Economic Opportunity, Inc.",190 Maple St.,,PO Box 968,Glens Falls,NY,12801,-73.635923,43.312130,(518) 793-0636,(518) 793-2910,mail@wahacca.org,http://wahacaa.org/,lunes-viernes 8:00AM-4:30PM,Por algunos casos,No,No,Prueba de ingresos; Prueba de dirección,Algunos programas requiere prueba de estatus legal,Gratis,,weatherization assistance; neighborhood opportunity centers; emergency/crisis services; supplemental food; free clothing/household items; summer lunch program; community garden;,
584,,Warren,Asistencia legal,Ley familiar; Otros casos legales,"Legal aid Society of Northeastern New York, Inc.",55 Colvin Ave,,,Albany,NY,12206,-73.794713,42.679029,(518) 462-6765,(518) 427-8352,,https://www.lasnny.org,lunes-viernes 9:00AM-12:00PM y 1:00PM-5:00PM,No,Sí,No,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar,Gratis,Tiene que llamar para una entrevista legal,"Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates Case Restrictions:ë_Legal services corporation restrictions.",
585,,Warren,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,Literacy New York Greater Capital Region,49 Henry St.,Saratoga Springs Public Library,,Saratoga Springs,NY,12866,-73.783123,43.080932,(518)-371-8622 x259,,mlange@literacynycap.org,https://www.literacynycap.org/contact,lunes-viernes 9:00AM-5:00PM,No,No,No,No,No requerido,Gratis,,"English classes, Conversation Classes, Citizenship prep",
586,,Washington,Educación; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños,Cornell Cooperative Extension- Washington County,415 Lower Main St.,,,Hudson Falls,NY,12839,-73.586851,43.289413,(518) 746-2560,(518) 746-2419,washington@cornell.edu,http://washington.cce.cornell.edu,lunes-viernes 8:30AM-4:30PM,No,Sí,No,Depende el programa,Algunos programas requiere prueba de estatus legal,Depende los ingresos familiar,,"Education in Agriculture, Natural Resources, Youth Programs, Nutrition",
587,,Washington,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,"Washington County Economic Opportunity Council, Inc.",383 Broadway,,,Fort Edward,NY,12828,-73.586751,43.287116,(518) 307-1833,(518) 746-2392,jtarantino@co.washington.ny.us,https://www.leapservices.org/general/we-are-leap/,lunes-viernes 8:00AM-4:00PM,No,No,No,Servicios para conseguir trabajo abierto a todos; para inscribir debe tener prueba de estatus legal para trabajar,Algunos programas requiere prueba de estatus legal,Gratis,,"Home and family services dept- Community Action Angels, Transportation, Food Pantry, Energy Services; Employment and Training ( 518-746-2391)- Certified One-Stop Center of Washington County; Head Start/Early Head Start (518-747-2816)",
588,,Washington,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,The Job Link: Workforce Development System/ One-Stop of Washington County,383 Broadway,,,Fort Edward,NY,12828,-73.586751,43.287116,(518) 746-2391,(518) 746-2392,pmonahan@co.washington.ny.us,www.thejoblink.org,lunes-viernes 8:00AM-4:00PM,No,No,No,Servicios para conseguir trabajo abierto a todos; para inscribir debe tener prueba de estatus legal para trabajar,Algunos programas requiere prueba de estatus legal,Gratis,,Employment and Training,
589,,Washington,Programas para familias,Centros para el cuidado de niños; Apoyo para los padres; Programas para niños,"Head Start/ Early Head Start -Washington County Economic Opportunity Council, Inc.",18 River St.,,,Hudson Falls,NY,12839,-73.587597,43.301987,(518) 747-2816,(518) 747-8445,becky.rosick@washcohs.org,https://www.leapservices.org/general/we-are-leap/,lunes-viernes 8:00AM-4:00PM  Also depends on classes 8:00AM-11:00AM and 12:00-4:00PM,"Sí, buses para los estudiantes",No,No,Prueba de ingresos,No requerido,Gratis,,"Education, Health, Nutrition services for low income families",
590,,Washington,Asistencia legal,Ley familiar; Otros casos legales,"Legal aid Society of Northeastern New York, Inc.",95 Central Ave,,,Albany,NY,12206,-73.766222,42.659576,(518) 462-6765; (800) 462-2922,(518) 427-8352,,https://www.lasnny.org,lunes-viernes 9:00AM- 12:00 PM y 1:00-5:00PM,No,Sí,Sí,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar,Gratis,Tiene que llamar para una entrevista legal,"Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates. Case Restrictions:ë_Legal services corporation restrictions.",
591,,Wayne,Programas para familias,Centros para el cuidado de niños,ABCD (Agri-Business Child Development) at Red Creek ,6809 Church St,,PO Box 207,Red Creek ,NY,13143,-76.724489,43.247001,(315) 754-8759,(315) 754-8772,https://www.abcdny.org/contact,http://www.abcdny.org/,lunes-viernes 7:30AM-4:00PM,Sí,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,"provides free childcare services and transportation for Migrant Farm workers families. Full day child devlopment programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",
592,,Wayne,Programas para familias,Centros para el cuidado de niños,ABCD (Agri-Business Child Development)-Lake Ontario,6395 Tuckahoe Rd,,PO Box 65,Williamson,NY,14589,-77.202132,43.231260,(315) 589-7421,(315) 589-4016,https://www.abcdny.org/contact,http://www.abcdny.org/,lunes-viernes 7:30AM-4:00PM,Sí,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,"provides free childcare services and transportation for Migrant Farm workers families. Full day child devlopment programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",
593,,Wayne,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Finger Lakes Works Career Center,1519 Nye Road,,,Lyons,NY,14489,-77.030104,43.061118,(315) 946-7270,,https://fingerlakesworks.com/contact/,https://fingerlakesworks.com/,lunes - viernes 9:00AM-4:00PM,No,No,No,No,No requerido,Gratis,,,
594,,Wayne,Asistencia en casos de emergencia,Alimentos,Finger Lakes Eat Smart NY,1581 Route 88 North,,,Newark,NY,14513,-77.094449,43.067486,(315) 331-8415,,wayne@cornell.edu,http://fingerlakeseatsmartnewyork.org/about,lunes - viernes 8:30AM-4:30PM,No,Se puede pedir,Sí,Prueba de residencia en el condado de Wayne,No requerido,Gratis,,,
595,,Wayne,Vivienda,Vivienda accesible,La Casa of Catholic Charities of Wayne County,16 Maple Ave,,,Sodus,NY,14551,-77.061176,43.237000,(315) 331-4867,,ccwayne@dor.org,https://www.ccwayne.org/community/la-casa/,lunes - viernes 8:00AM-4:00 PM,No,Sí,Sí,No,No requerido,Depende los ingresos familiar,,Provides transitional housing for farmworkers,
596,,Wayne,Educación; Capacitación en liderazgo,Clases de inglés; Preparación para la ciudadanía; Empoderamiento,Action for a Better Community (Office of New Americans),49 Stone Street,,,Rochester,NY,14604,-77.607489,43.155699,(585) 325-5116,,sgerspacher@abcinfo.org,www.abcinfo.org,lunes-viernes 9:00AM-5:00PM,No,Sí,No,No,No requerido,Gratis,,,
597,,Wayne,Programas para familias; Salud,Centros para el cuidado de niños,Agri-Business Child Development (ABCD)-Geneva,5 Goodman Street,,,Geneva,NY,14456,-76.963811,42.880014,(315) 781-3267,(315) 781-7240,https://www.abcdny.org/contact,http://www.abcdny.org/locations,lunes-viernes 7:30AM-4:00PM,Sí,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,"Emergency food pantry, vouchers for clothing, church services, and programs for kids.",
598,,Wayne,Capacitación en liderazgo; Educación,Empoderamiento,Census 2020 Outreach Specialist,30 Church Street,City Hall,,Rochester,NY,14614,-77.615082,43.157084,(787) 691-1838,,nancy.d.laguer@2020census.gov,www.census.gov,Por cita,No,Sí,Sí,No,No requerido,Gratis,,Contact bi-lingual outreach specialist Nancy Laguer. Everyone living in the United States should participate regardless of legal status,
599,,Wayne,Asistencia legal; Asistencia en casos de emergencia; Trabajo; Educación,"Inmigración (deportación, ciudadanía y regularización); Conseguir trabajo; Entrenamiento para el trabajo; Clases de inglés; Preparación para la ciudadanía; Capacitación profesional; Alimentos; Ropa; Otras necesidades",Journey's End Refugee Services,87 North Clinton Street,,,Rochester,NY,14604,-77.607252,43.159013,(716) 882-4963,(716) 882-4977,immigration@jersbuffalo.org,jersbuffalo.org,lunes-jueves 9:00AM-4:00PM; viernes 9:00AM-1:00PM; Restablecimiento y conseguir trabajo: martes 9:30AM-12:30PM; Entrevistas para los programas de educación: viernes 10:00AM-1PM; Entrevistas legales: los viernes 10:00AM-12:00PM,Sí,Sí,Se puede pedir,No,No requerido,Gratis,,"Works primarily with people with refugee status on resettlement, job training, ESL and legal services. Sends volunteer lawyers to mobile consulates",
600,,Wayne,Educación,Clases de inglés; Cursos para adultos,Literacy Volunteers of Wayne County,12 Canal St,,,Lyons,NY,14489,-76.991467,43.064071,(315) 946-5333 ,(315) 946-8226,lvwayne@rochester.rr.com,http://www.lvwayne.org,lunes-viernes 9:00AM-5:00PM y por cita,No,No,Se puede pedir,Certificado de nacimiento: Prueba de empleo de los padres,No requerido,Gratis,,"offer one on one english tutoring in small groups, meet at various locations close to the student",
601,,Wayne,Asistencia en casos de emergencia; Ayuda financiera,Ropa; Alimentos; Ayuda financiera de emergencia,Come-Unity Center and Common Cents Thrift Shop,4170 E. Main St,,,Williamson,NY,14589,-77.182596,43.223978,(315) 589-8105,(315) 946-8226,https://williamsoncomeunitycenter.org/contact%20us,http://williamsoncomeunitycenter.org/common-cents-thrift-shoppe,martes-viernes 10:00AM-5:00PM; sábado 9:00AM-2:00PM.   Food boxes filled until 12PM only,No,Se puede pedir,Se puede pedir,No,No requerido,Varía según los servicios,,"Emergency food, clothing, and household goods. Fellowship and free noon meal.",
