id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,amy-notes
543,,Tompkins,Emergency assistance,Food,Baptized Church of Jesus Christ,412 First Street,,,Ithaca,NY,14850,-76.503628,42.447747,(607) 272-1984,,,https://www.facebook.com/pages/Baptized-Church-of-Jesus-Christ/117126091639339,W 10:00AM-12:00 PM; 3rd Saturday 10:00AM-12:30PM,No,No,No,No,Not required,No cost,,
544,,Tompkins,Emergency assistance,Food,Caroline Food Pantry,524 Valley Road,,,Brooktondale,NY,14850,-76.393505,42.380887,(607) 359-6057 Tammy Longabaugh; 539-6810 John Martin; 539-7920 Ted Sobol,,,https://brooktondalecc.org/http-bccpantry-wordpress-com/,1st and 3rd Monday 5:00 PM-7:00 PM,No,No,No,Must be a Caroline resident,Not required,No cost,Must provide proof that you live in Caroline,
545,,Tompkins,Emergency assistance,Food,Danby Food Pantry,1859 Danby Road,Danby Federated Church,,Danby,NY,14850,-76.480070,42.352188,(607) 273-7850; 280-4776 (Joan Barber),,,https://www.uwtc.org/civicrm/event/info?reset=1&id=51,"Pantry for Danby Residents only 3rd Thursday 3:00 PM-6:00 PM; Mobile Food Truck for all Tompkins Co. residents, 4th Monday 12:00 PM-1:00 PM",No,No,No,Must be a Danby residence to attend the pantry,Not required,No cost,"Must provide proof that you are a Danby resident to receive food from the pantry, all residents of Tompkins County are eligible to receive food from the mobile Food Truck",
546,,Tompkins,Emergency assistance,Food,Dryden Kitchen Cupboard,6 North Street,Dryden Presbyterian Church,,Dryden,NY,14850,-76.297221,42.491258,(607) 844-8321,,,https://www.facebook.com/pages/category/Nonprofit-Organization/Dryden-Kitchen-Cupboard-628907807220433/,M and F 11:00AM-12:00 PM; W 5:00 PM-6:00 PM,No,No,No,Must be a Dryden resident,Not required,No cost,Must provide proof that you are a Dryden resident,
547,,Tompkins,Emergency assistance,Food,Dryden United Methodist Church,9 Main Street,,,Dryden,NY,14850,-76.347517,42.513358,(607) 844-9861,,,http://www.drydenumc.org/,W 5:30PM-6:30PM; No meal on the 5th Wednesday of the month if there is one,No,No,No,No,Not required,No cost,Hot meals for all members of the community to be eaten at the church,
548,,Tompkins,Emergency assistance,Food,Enfield Food Distribution,182 Enfield Main Road,Enfield Community Center,,Enfield,NY,14850,-76.631393,42.437028,(607) 273-8256,,,https://townofenfield.org/enfield-food-distribution/,Su 12:00 PM-1:00 PM; M 1:00 PM-3:30PM,No,No,No,Must be an Enfield resident,Not required,No cost,Must provide proof that you live in Enfield,
549,,Tompkins,Emergency assistance,Food,Freeville Pantry,37 Main Street,Freeville United Methodist Church,,Freeville,NY,14850,-76.350373,42.511676,(607) 844-8760 (church) 844-5281 (parsonage),,,https://www.facebook.com/FreevilleUMC/,2nd and 4th Monday 6:00 PM-7:00 PM,No,No,No,Must be a Freeville resident,Not required,No cost,Must provide proof that you live in Freeville,
550,,Tompkins,Emergency assistance,Food,Groton Food Providers,101 McKinley Ave,Joyce Crouse Benevolence Building,Groton Assembly of God,Groton,NY,14850,-73.871922,40.679538,(607) 898-5263 ext. 615,,,https://www.grotonassembly.org/groton-food-providers,2nd and 4th Saturday 10:00AM-11:30 AM,No,No,No,Must be a resident of Groton,Not required,No cost,Must provide proof that you live in Groton,
551,,Tompkins,Emergency assistance,Food,Ithaca Kitchen Cupboard,150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.439830,(607) 273-2400,,,https://empire.salvationarmy.org/,M-Th 1:30PM-3:00 PM; F 1:00 PM-2:30PM,No,No,No,Must be a resident of the City or Town of Ithaca,Not required,No cost,Must provide proof that you are a resident of the City or Town of Ithaca,
552,,Tompkins,Emergency assistance,Food,Lansing Food Pantry,1767 East Shore Drive,The Rink,,Lansing,NY,14850,-76.503277,42.518249,(607) 592-4685,,,https://eu.ithacajournal.com/story/news/local/2014/10/15/lansing-town-talk-food-pantry/17295551/,"January-October (Except May) 4th Monday 1:00 PM-3:00 PM; May, November, December 3rd Monday 1:00 PM-3:00 PM or by appointment; Mobile Food Truck 2nd Monday 10:00AM-11:00AM",No,No,No,Must be a Lansing resident to attend the pantry hours; the Food Truck is open to all Tompkins County residents,Not required,No cost,Must provide proof that you live in Lansing,
553,,Tompkins,Emergency assistance,Food,Linderman Creek Apartments Workers Center Pantry,201 Cypress Court,Community Room #1,,Ithaca,NY,14850,-76.531741,42.449439,(607) 269-0409; (607) 216-9522,,,http://ithacasfoodweb.blogspot.com/2011/06/free-food-and-pantries-in-ithaca-and.html,3rd Saturday 12:00 PM-12:30PM,No,No,No,No,Not required,No cost,,
554,,Tompkins,Emergency assistance,Food,Loaves and Fishes (Meals),210 North Cayuga Street,St. John's Episcopal Church,,Ithaca,NY,14850,-76.499557,42.441031,(607) 272-5457,,,https://stjohnsithaca.org/,"M, W, F 12:00 PM; T, Th 5:30PM-6:30PM",No,No,No,No,Not required,No cost,,"Hot meals eaten in community, vegan/vegetarian options"
555,,Tompkins,Emergency assistance,Food,Mclean Community Church,50 Church Street,,,McClean,NY,13102,-74.010980,40.711295,(607) 838-8234,,,,4th Saturday 1:30PM-2:15PM,No,No,No,No,Not required,No cost,,
556,,Tompkins,Emergency assistance,Food,Newfield Kitchen Cupboard,227 Main Street,Newfield United Methodist Church,,Newfield,NY,14867,-76.593736,42.360228,(607) 564-7823 (church); (607) 564-3555 (Marge Strosnider),,,https://www.foodbankst.org/events/newfield-kitchen-cupboard/var/ri-2.l-L1/,"1st and 3rd Wednesday, 6:00 PM-7:00 PM; or by appointment for emergencies",No,No,No,Must be a resident of Newfield,Not required,No cost,Must provide proof that you are a resident of Newfield,
557,,Tompkins,Emergency assistance,Food,Reach Out to Christ Pantry and Outreach,318 Johnson Road,,,Freeville,NY,14850,-76.344380,42.491988,,,,,"Pantry Su 1:15PM-1:45PM; Mobile Food Truck, 3rd Thursday 5:00 PM-6:00 PM",No,No,No,No,Not required,No cost,,
558,,Tompkins,Emergency assistance,Food,"Salvation Army, Our Brother's and Sister's Table",150 North Albany Street,Salvation Army,,Ithaca,NY,14850,-76.501982,42.439830,(607) 273-2400,,,https://empire.salvationarmy.org/,"Meals, Sa 12:00 PM and Su 3:00 PM; Mobile Food Truck 3rd Sa 10:00AM-11:00AM",No,No,No,No,Not required,No cost,,
559,,Tompkins,Emergency assistance,Food,Southside Community Center,305 North Plain Street,,,Ithaca,NY,14850,-76.503519,42.437415,(607) 273-4190,,,https://sspride.org/programs/,"1st and last Sa 12:00 PM-2:00 PM; Emergency food packs, M-F 4:00 PM-6:00 PM",No,No,No,No,Not required,No cost,,
560,,Tompkins,Emergency assistance,Food,Tompkins Community Action,701 Spencer Road,,,Ithaca,NY,14850,-76.518681,42.419212,(607) 273-8816 ext.137,,,https://www.icarol.info/ResultDetails.aspx?org=2383&agencynum=22700157,Tu 1:00 PM-4:00 PM,No,No,No,No,Not required,No cost,,
561,,Tompkins,Emergency assistance,Food,Trumansburg Food Pantry,80 East Main Street,Trumansburg United Methodist Church,,Trumansburg,NY,14886,-76.658132,42.540487,(607) 387-8260,,,http://www.trumansburgumc.org/trumansburg_food_pantry,Alternate M 1:00 PM-2:00 PM and 5:30PM-6:00 PM,No,No,No,Must be a resident of Trumansburg or Ulysses,Not required,No cost,Must provide proof that you live in Trumansburg or Ulysses,
562,,Tompkins,Emergency assistance,Food,Overlook Apartments,200 West Hill Circle,Community Room,,Ithaca,NY,14850,-76.543317,42.466405,(607) 216-9522,,,,Alternate Sun 12:00 PM-12:30PM,No,No,No,No,Not required,No cost,Call for schedule,
563,,Tompkins,Emergency assistance,Food,Calvary Baptist Church Pantry,507 North Albany Street,,,Ithaca,NY,14850,-76.501672,42.443851,(607) 273-7291,,,https://www.facebook.com/CBCithaca/,3rd Sa 12:00 PM-2:00 PM,No,No,No,No,Not required,No cost,,
564,,Ulster,Education,ESL; Adult education,Ulster BOCES,175 Route 32 North,,,New Paltz,NY,12561,-74.081996,41.761452,845-255-1400,,Lshambo@ulsterboces.org,www.ulsterboces.org,M-F 8:00AM-4:00 PM (office open),No,No,Yes bilingual counselor,No,"Not required for ESL classes, but proof of citizenship required for some programs",No cost,Provides ESL and GED in English.,
565,,Ulster,Education,ESL,Mid-Hudson METS (Migrant Education Tutorial & Support Services Program),1 Hawk Road,"van den Berg Learning Center Annex, Room 353 SUNY New Paltz",PO Box 250,New Paltz,NY,12561,-74.080605,41.740770,(845) 257-2950,(845) 257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,M-F 8:00AM-4:00 PM,No,Yes,By appointment,No,Not required,No Cost,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; ESL classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; health services; tutoring summer services; other special activities.",
566,,Ulster,Legal aid; Labor; Victim support; Leadership training,Legal advocacy; Educational initiatives; Empowerment; Immigration law; Training; Career Advice,The Worker Justice Center,9 Main Street,,,Kingston,NY,12401,-74.016957,41.933332,(845) 331-6615;  (800) 724-7020,(845) 331-6617,isanchez@wjcny.org; info@wjcny.org,www.wjcny.org,M-F 9:00AM-5:00 PM,Can travel to clients,Yes,"Yes, Spanish",No,Not required,No cost,,
567,,Ulster,Education,ESL,Mid-Hudson METS (Migrant Education Tutorial & Support Services Program),1 Hawk Drive,Room 353,PO Box 250,New Paltz,NY,12561,-74.082086,41.740914,(845) 257-2950,(845) 257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,M-F 8:00AM-4:00 PM,No,Yes,By appointment,No,Not required,No Cost,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; ESL classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; health services; tutoring summer services; other special activities.",
568,,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families,Programs for kids; Housing improvements; Food; Clothing; Transportation,"Ulster County Community Action Committee, Inc.",70 Lindsley Ave.,,,Kingston,NY,12401,-73.972597,41.927755,(845) 338-8750 x110,(845) 338-7502,mcoddogh@uccac.org,http://uccac.org,M-F 8:30 AM-4:30PM,Yes,Yes,Yes,Depends on program,Not required,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
569,,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families,Programs for kids; Housing improvements; Food; Clothing; Transportation,"Ulster County Community Action Committee, Inc.",85 Center Street,,,Ellenville,NY,12428,-74.001903,40.715702,(845) 338-8750 x310,,rmelendez@uccac.com,http://uccac.org,M-F 8:30 AM-4:30PM,Yes,Yes,Yes,Depends on program,Not required,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
570,,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families,Programs for kids; Housing improvements; Food; Clothing; Transportation,"Ulster County Community Action Committee, Inc.",15 Church Street,,,Highland,NY,12528,-73.965338,41.719108,(845) 338-8750 x300,,jcross@uccac.com,http://uccac.org,M-F 8:30 AM-4:30PM,Yes,Yes,Yes,Depends on program,Not required,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
571,,Ulster,Emergency assistance; Housing; Referral to other agencies; Programs for families,Programs for kids; Housing improvements; Food; Clothing; Transportation,"Ulster County Community Action Committee, Inc.",309 E. Broadway,Suite A,,Monticello,NY,12701,-74.675863,41.651909,(845 )338-8750 x320,,kkreiter@uccac.org,http://uccac.org,M-F 8:30 AM-4:30PM,Yes,Yes,Yes,Depends on program,Not required,"Headstart free for eligible families, weatherization free for eligible families, outreach services free","Weatherization(dsimms@uccac.com), Headstart (frontdesk@uccac.com), outreach (shinchey@uccac.com ), food distribution.",
572,,Ulster,Programs for families,Programs for kids; Affordable housing; Food,Ulster County Department of Social Services,1061 Development Court,1091 Developmental Court,,Kingston,NY,12401,-73.996235,41.947652,(845) 334-5000,,contact page on website,http://ulstercountyny.gov/social-services,M-F 8:00AM-5:00 PM,No,No,No,Depends on program,Some programs require proof of citizenship,No cost,Provides day care for qualifying low-income families; Child and Family Support; Food stamps; Temporary Assistance,
573,,Ulster,Health,General medicine; Women's health; Dental,HRHCare New Paltz,1 Paradies Lane,,,New Paltz,NY,12561,-74.058755,41.740544,(844) 474-2273,(845) 691-1677,contact page on website,http://www.hrhcare.org/medical-clinics/new-paltz-health-center,M 9:00AM-4:00 PM; Tu 9:00AM-6:00 PM; W 9:00AM-7:00 PM; Th 9:00AM-5:00 PM,Yes for farmworkers,Yes,Yes,ID; Health Insurance card if you have one,Not required,"$15 per visit, not including blood work for farmworkers. Sliding fee for low income","Dental Care, Women's Health, Family Medicine, Pediatric Medicine.",
574,,Ulster,Health,General medicine; Women's health;,Ulster County Social Services Medical Assistance Program,1001 Development Court,,,Kingston,NY,12401,-73.995060,41.947437,(845) 334-5175,,,http://ulstercountyny.gov/social-services/medical-assistance-program,M-F 8:00AM-5:00 PM; Closed 12:00 PM-1:00 PM,No,By appointment,By appointment,Proof of US citizenship,Required,Depends on service,"Medicaid includes insurance for medical, dental, and optical care. Depends on specific health care plan**",
575,,Ulster,Legal aid,Immigration law; Family law; Other law,Legal Aid Society of Mid-New York Farmworker Law Project,52 S. Manheim Boulevard,,,New Paltz,NY,12561,-74.079725,41.741842,(845) 256-9096,(845) 256-0494,akistinger@pnwboces.org,www.lasmny.org,M-F 9:00AM-5:00 PM,No,"Yes, Spanish",Yes,"Yes ID, but flexible",Not required,No cost,"The Farmworker Law Project assists migrant farmworkers throughout New York. Staff members will travel to the labor camps to provide assistance related to wages, workplace safety, housing conditions, and immigration issues. give talks if interested, provide materials. Clients from Jamaica call 1-800-248-2429. Clients from Mexico call 001-877-248-2429.",
576,,Ulster,Legal aid,Immigration law; Family law; Labor Rights; Other law,"Workers’ Rights Law Center of NY, Inc",101 Hurley Street,,,Kingston,NY,12401,-74.029406,41.937265,(845) 331-6615,(845) 331-6617,mbohatt@wnylc.com,www.workersrightsny.org,M-F 9:00AM-5:00 PM,No,"Yes, Spanish",Yes,Depends on the legal case,Not required,No cost,"Legal representation for low-wage workers with employment and/or civil rights claims in Westchester, Rockland, Putnam, Dutchess, Orange, Sullivan, Ulster, Columbia, and Greene Counties.",
577,,Ulster,Programs for families,Child care,Agri-Business Child Development (ABCD)-Kingston,6 Adams St,,,Kingston,NY,12401,-73.987216,41.920841,(845) 481-4691,(845) 481-5131,,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,Yes,Yes,Yes,Birth certificate of kids;  parents work verification,Not required,No cost,Provides childcare services for the children of migrant farmworkers,
578,,Ulster,Programs for families,Child care,Agri-Business Child Development (ABCD)-New Paltz,355 Route 32 North,P.O. Box 323,,New Paltz,NY,12561,-74.071892,41.783527,(845)255-7571,(845) 255-7589,,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,Yes,Yes,Yes,Birth certificate of kids;  parents work verification,Not required,No cost,Provides childcare services for the children of migrant farmworkers,
579,,Ulster,Education,ESL; Adult education,Ulster Literacy Association,480 Aaron Court,,,Kingston,NY,12401,-74.014919,41.934215,(845) 331-6837,,info@ulsterliteracy.org,http://ulsterliteracy.org/index.html,M-F 3:00 PM-5:00 PM,No,No,Yes,ID: will ask for SS# but it is not required,Not required,No cost,,
580,,Warren,Education,ESL; Adult Education; Citizenship preparation,Literacy New York Greater Capital Region,49 Henry Street,Saratoga Springs Public Library,,Saratoga Springs,NY,12866,-73.783123,43.080932,(518)-371-8622 x259,,mlange@literacynycap.org,https://www.literacynycap.org/contact,M-F 9:00AM-5:00 PM,No,No,No,No,Not required,No cost,"English classes, Conversation Classes, Citizenship prep",
581,,Warren,Education,ESL; Adult Education; Citizenship preparation,Literacy New York Greater Capital Region,251 Glen Street,1st Floor,,Glens Falls,NY,12801,-73.645664,43.310716,(518) 793-7414,,ranzalone@literacynycap.org,https://www.literacynycap.org,M W F 10:00AM-5:00 PM,No,No,No,No,Not required,No cost,"English classes, Conversation Classes, Citizenship prep",
582,,Warren,Education; Programs for families,Adult education; Career education; Programs for kids,Cornell Cooperative Extension Education Center,377 Schroon River Road,,,Warrensburg,NY,12885,-73.752186,43.512587,(518) 623-3291,(518) 668-4912,warren@cornell.edu; jas744@cornell.edu,http://warren.cce.cornell.edu,M-Th 8:30 AM-4:30PM,no,No,No,Depends on program,Some programs require proof of citizenship,Sliding scale,,
583,,Warren,Emergency assistance; Financial help; Programs for families,Food; Clothing; Other needs; Personal finances; Emergency assistance; Programs for kids,"Warren-Hamilton Counties Action Committee for Economic Opportunity, Inc.",190 Maple St.,,PO Box 968,Glens Falls,NY,12801,-73.635923,43.312130,(518) 793-0636,(518) 793-2910,mail@wahacca.org,http://wahacaa.org/,M-F 8:00AM-4:30PM,On limited basis,No,No,Proof on income; Proof of address,Some programs require proof of citizenship,No cost,weatherization assistance; neighborhood opportunity centers; emergency/crisis services; supplemental food; free clothing/household items; summer lunch program; community garden;,
584,,Warren,Legal aid,Family law; Other law,"Legal Aid Society of Northeastern New York, Inc.",55 Colvin Ave,,,Albany,NY,12206,-73.794713,42.679029,(518) 462-6765,(518) 427-8352,please call,https://www.lasnny.org,M-F 9:00AM-12:00 PM and 1:00 PM-5:00 PM,No,Yes,No,Proof of county residency,Caution: proof of legal status required,No cost,"Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates Case Restrictions:ë_Legal services corporation restrictions.",
585,,Warren,Education,ESL; Adult Education; Citizenship preparation,Literacy New York Greater Capital Region,49 Henry St.,Saratoga Springs Public Library,,Saratoga Springs,NY,12866,-73.783123,43.080932,(518)-371-8622 x259,,mlange@literacynycap.org,https://www.literacynycap.org/contact,M-F 9:00AM-5:00 PM,No,No,No,No,Not required,No cost,"English classes, Conversation Classes, Citizenship prep",
586,,Washington,Education; Programs for families,Adult education; Career education; Programs for kids,Cornell Cooperative Extension- Washington County,415 Lower Main St.,,,Hudson Falls,NY,12839,-73.586851,43.289413,(518) 746-2560,(518) 746-2419,washington@cornell.edu,http://washington.cce.cornell.edu,M-F 8:30 AM-4:30PM,No,Yes,No,Depends on program,Some programs require proof of citizenship,Sliding scale,"Education in Agriculture, Natural Resources, Youth Programs, Nutrition",
587,,Washington,Labor,Job search assistance; Training; Career advice,"Washington County Economic Opportunity Council, Inc.",383 Broadway,,,Fort Edward,NY,12828,-73.586751,43.287116,(518) 307-1833,(518) 746-2392,jtarantino@co.washington.ny.us,https://www.leapservices.org/general/we-are-leap/,M-F 8:00AM-4:00 PM,No,No,No,"Access to job search databanks available to all, but proof of legal working status required for enrolling",Some programs require proof of citizenship,No cost,"Home and family services dept- Community Action Angels, Transportation, Food Pantry, Energy Services; Employment and Training ( 518-746-2391)- Certified One-Stop Center of Washington County; Head Start/Early Head Start (518-747-2816)",
588,,Washington,Labor,Job search assistance; Training; Career advice,The Job Link: Workforce Development System/ One-Stop of Washington County,383 Broadway,,,Fort Edward,NY,12828,-73.586751,43.287116,(518) 746-2391,(518) 746-2392,pmonahan@co.washington.ny.us,www.thejoblink.org,M-F 8:00AM-4:00 PM,No,No,No,"Access to job search databanks available to all, but proof of legal working status required for enrolling",Some programs require proof of citizenship,No cost,Employment and Training,
589,,Washington,Programs for families,Childcare; Parenting support; Programs for kids,"Head Start/ Early Head Start -Washington County Economic Opportunity Council, Inc.",18 River St.,,,Hudson Falls,NY,12839,-73.587597,43.301987,(518) 747-2816,(518) 747-8445,becky.rosick@washcohs.org,https://www.leapservices.org/general/we-are-leap/,M-F 8:00AM-4:00 PM --  Also depends on classes 8:00AM-11:00AM and 12:00-4:00 PM,"Yes-children, buses",No,No,Eligibility-income,Not required,No cost,"Education, Health, Nutrition services for low income families",
590,,Washington,Legal aid,Family law; Other law,"Legal Aid Society of Northeastern New York, Inc.",95 Central Ave,,,Albany,NY,12206,-73.766222,42.659576,(518) 462-6765; (800) 462-2922,(518) 427-8352,please call,https://www.lasnny.org,M-F 9:00AM- 12:00 PM and 1:00-5:00 PM,No,Yes,Yes,Proof of county residency,Caution: proof of legal status required,No cost,"Case Types:ë_Bankruptcy, Consumer, Dissolution of Marriage, Domestic Violence, Education, Elder Law, Employment, Health, Housing, Public Benefits, Termination of Parental Rights, Wills and Estates. Case Restrictions:ë_Legal services corporation restrictions.",
591,,Wayne,Programs for families,Childcare,ABCD (Agri-Business Child Development) at Red Creek,6809 Church St,,PO Box 207,Red Creek,NY,13143,-76.724489,43.247001,(315) 754-8759,(315) 754-8772,please call,http://www.abcdny.org/,M-F 7:30 AM-4:00 PM,Yes,Yes,Yes,Birth certificate of kids; Parents' work verification,Not required,None,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",
592,,Wayne,Programs for families,Childcare,ABCD (Agri-Business Child Development)-Lake Ontario,6395 Tuckahoe Rd,,PO Box 65,Williamson,NY,14589,-77.202132,43.231260,(315) 589-7421,(315) 589-4016,please call,http://www.abcdny.org/,M-F 7:30 AM-4:00 PM,Yes,Yes,Yes,Birth certificate of kids; Parents' work verification,Not required,None,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",
593,,Wayne,Labor,Career advice; Job search assistance,Finger Lakes Works Career Center,1519 Nye Road,,,Lyons,NY,14489,-77.030104,43.061118,(315) 946-7270,,contact page on website,https://fingerlakesworks.com/,M-F 9:00AM-4:00PM,No,No,No,No,Not required,No cost,,
594,,Wayne,Emergency assistance,Food,Finger Lakes Eat Smart NY,1581 Route 88 North,,,Newark,NY,14513,-77.094449,43.067486,(315) 331-8415,,wayne@cornell.edu,http://fingerlakeseatsmartnewyork.org/about,M-F 8:30AM-4:30PM,No,By appointment,Yes,Proof of residence in Wayne County,Not required,No cost,,
595,,Wayne,Housing,Affordable housing,La Casa of Catholic Charities of Wayne County,16 Maple Ave,,,Sodus,NY,14551,-77.061176,43.237000,(315) 331-4867,,please call,https://www.ccwayne.org/community/la-casa/,M-F 8:00AM-4:00 PM,No,Yes,Yes,No,Not required,Sliding scale,Provides transitional housing for farmworkers,
596,,Wayne,Education; Leadership training,ESL; Citizenship preparation; Empowerment,Action for a Better Community (Office of New Americans),49 Stone Street,,,Rochester,NY,14604,-77.607489,43.155699,(585) 325-5116,,sgerspacher@abcinfo.org,www.abcinfo.org,M-F 9:00AM-5:00 PM,No,Yes,No,No,Not required,No cost,,
597,,Wayne,Programs for families; Health,Childcare,Agri-Business Child Development (ABCD)-Geneva,5 Goodman Street,,,Geneva,NY,14456,-76.963811,42.880014,(315) 781-3267,(315) 781-7240,,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,Yes,"Yes, Spanish",Yes,Birth certificate of kids; Parents' work verification,Not required,No cost,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",
598,,Wayne,Leadership training; Education,Empowerment,Census 2020 Outreach Specialist,30 Church Street,City Hall,,Rochester,NY,14614,-77.615082,43.157084,(787) 691-1838,,nancy.d.laguer@2020census.gov,www.census.gov,By appointment,No,Yes,Yes,No,Not required,no cost,Contact bilingual outreach specialist Nancy Laguer. Everyone living in the United States should participate regardless of legal status,
599,,Wayne,Legal Aid; Emergency assistance; Labor; Education,Immigration law; Job search assistance; Training; ESL; Citizenship preparation; Career education; Food; Clothing; Other needs,Journey's End Refugee Services,87 North Clinton Street,,,Rochester,NY,14604,-77.607252,43.159013,(716) 882-4963,(716) 882-4977,contact page on website,jersbuffalo.org,M-Tu 9:00AM-4:00 PM; F 9:00AM-1:00 PM ; Resettlement and Employment Drop-in hours Tu 9:30 AM-12:30PM; Education intakes F 10:00am-1PM; Legal intakes: Friday 10:00AM-12:00 PM,Yes,Yes,By appointment,No,No,No cost,"Works primarily with people with refugee status on resettlement, job training, ESL and legal services. Sends volunteer lawyers to mobile consulates",
600,,Wayne,Education,ESL: Adult education,Literacy Volunteers of Wayne County,12 Canal St,,,Lyons,NY,14489,-76.991467,43.064071,(315) 946-5333 ,(315) 946-8226,lvwayne@rochester.rr.com,http://www.lvwayne.org,M-F 9:00AM-5:00 PM and by appointment,No,No,By appointment,"Children's age, date of birth --  current workplace",Not required,No cost,"offer one on one english tutoring in small groups, meet at various locations close to the student",
601,,Wayne,Emergency assistance; Financial help,Clothing; Food; Emergency financial assistance,Come-Unity Center and Common Cents Thrift Shop,4170 E. Main St,,,Williamson,NY,14589,-77.182596,43.223978,(315) 589-8105,(315) 946-8226,community ctr@verizon.net,http://williamsoncomeunitycenter.org/common-cents-thrift-shoppe,Tu-F 10:00AM-5:00 PM; Sat 9:00AM-2:00 PM.  --  Food boxes filled until 12PM only,No,By appointment,By appointment,None,Not required,Varies,"Emergency food, clothing, and household goods. Fellowship and free noon meal.",
602,,Wayne,Education; Programs for families,Adult education; Career education; Programs for kids,Cornell Cooperative Extension of Wayne County- Nutrition Education Department,1581 Rt. 88 North,,,Newark,NY,14513,-77.094449,43.067486,(315) 331-8415,(315) 331-8411,wayne@cornell.edu,http://ccewayne.org/,M-F 8:30 AM-4:30PM; Other flexible hours,No,By appointment,By appointment,"Children's age, date of birth; some programs for adults require proof of legal status --  current workplace","Not required for children's programs, most adult programs require proof of legal status",Sliding scale,"The Eat Smart New York program is a collaboration with Cornell Cooperative Extension Wayne County, Wayne County Department of Social Services, USDA and Cornell University. This is a educational program that provides FREE assistance with: Stretching food dollars; --  Planning and preparing tasty, low cost meals; Tips for feeding children; Sensibly controlling weight; Adding physical activity to your lifestyle; Nutrition during pregnancy; Feeding your baby and breastfeeding. SNAP-Ed (Foodstamp) applicants and recipients, Head Start families, WIC families, and families on free or reduced priced meals at school, Medicaid and SSI recipients and others who use food pantries are eligible for this program.",
603,,Wayne,Health,Women's health,"Finger Lakes Women, Infant, and Children's Program (WIC)/ SPCC",24 Park Place,,,Geneva,NY,14456,-76.985236,42.864762,(585) 394-9240,(585) 394-9285,contact page on website,www.spcc-roch.org,M-F 8:30 AM-5:00 PM,No,By appointment,No,"Children's age, date of birth --  current workplace",Caution: requires proof of ability to work legally,No cost,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",
604,,Wayne,Health,General Medicine,Newark Community Health,513 West Union St,,,Newark,NY,14513,-77.110682,43.048050,(315) 573-7880,(315) 573-7158,cmcgee@spcc-roch.org,https://www.pnmc-hsr.org/resources/directory/3950/finger-lakes-wic-program/,"M Tu F  8:00AM-5:000PM; W 8:00AM-8:00 PM (Dec-Apr), 8:00 PM-9:00 PM (May-Nov); F 8:00AM-4:30PM --  3rd Friday of each month- closed",No,Yes,Yes,ID; Health Insurance card if you have one,Not required,Sliding scale,,
